Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Leasing Agent,25%,281,1933,0.1453698913605794,Sales & Marketing
Leasing Consultant,25%,280,1933,0.1448525607863424,Sales & Marketing
Leasing Specialist,25%,285,1943,0.1466803911477097,Sales & Marketing
Regional Property Manager,25%,627,1724,0.3636890951276102,Hospitality
Security Guard,25%,245,869,0.2819332566168009,Law Enforcement
Senior Planner,25%,604,1618,0.3733003708281829,Leadership & Strategy
Title Officer,25%,532,1467,0.3626448534423994,Law Enforcement
Transaction Coordinator,25%,652,1836,0.355119825708061,Administrative & Clerical
Certified Phlebotomy Technician,25%,136,889,0.1529808773903262,Medical & Healthcare
Clinical Technician,25%,154,1236,0.1245954692556634,Medical & Healthcare
Environmental Planner,25%,268,1848,0.145021645021645,Leadership & Strategy
Health Physicist,25%,233,1701,0.1369782480893592,Medical & Healthcare
Industrial Hygienist,25%,241,1794,0.1343366778149387,Medical & Healthcare
Laboratory Manager,25%,277,1897,0.1460200316288877,Medical & Healthcare
Library Clerk,25%,245,1394,0.1757532281205165,Administrative & Clerical
Meteorologist,25%,320,1074,0.297951582867784,Communication & PR
Microbiology Technician,25%,378,1223,0.3090760425183974,Medical & Healthcare
Renewable Energy,25%,348,1115,0.3121076233183856,Construction
Scientist,25%,315,1068,0.2949438202247191,Medical & Healthcare
Seismologist,25%,268,988,0.2712550607287449,Communication & PR
Accounting Administrator,25%,219,1577,0.1388712745719721,Administrative & Clerical
Accounting Director,25%,194,1417,0.136908962597036,Administrative & Clerical
Accounts Payable Coordinator,25%,225,1585,0.1419558359621451,Administrative & Clerical
Acquisition Specialist,25%,202,1427,0.1415557112824106,Sales & Marketing
Aml Analyst,25%,205,1409,0.1454932576295244,Sales & Marketing
Assistant Controller,25%,225,1504,0.1496010638297872,Administrative & Clerical
Banking Analyst,25%,218,1530,0.1424836601307189,Administrative & Clerical
Business Banker,25%,209,1452,0.1439393939393939,Administrative & Clerical
Commercial Banker,25%,209,1447,0.1444367657221838,Administrative & Clerical
Economist,25%,214,1450,0.1475862068965517,Administrative & Clerical
Fund Manager,25%,285,1874,0.1520811099252935,Administrative & Clerical
Investment Banker,25%,277,1869,0.1482075976457998,Administrative & Clerical
Junior Accountant,25%,282,1921,0.1467985424258198,Administrative & Clerical
Loan Originator,25%,292,1940,0.1505154639175257,Administrative & Clerical
Procurement Administrator,25%,577,1652,0.349273607748184,Supply Chain & Logistics
Senior Credit Analyst,25%,571,1601,0.3566520924422236,Administrative & Clerical
Treasurer,25%,417,1271,0.3280881195908733,Administrative & Clerical
Trust Officer,25%,426,1258,0.3386327503974563,Administrative & Clerical
Cancer Registrar,25%,179,1323,0.1352985638699924,Medical & Healthcare
Clinical Liaison,25%,221,1520,0.1453947368421052,Medical & Healthcare
Pattern Maker,25%,194,1674,0.1158900836320191,Construction
Product Design Engineer,25%,260,1939,0.1340897369778236,Construction
Stock Clerk,25%,151,1036,0.1457528957528957,Supply Chain & Logistics
Center Manager,25%,209,1542,0.1355382619974059,Leadership & Strategy
Transportation Supervisor,25%,179,1419,0.1261451726568005,Supply Chain & Logistics
Warehouse Assistant,25%,167,1187,0.1406908171861836,Supply Chain & Logistics
DBA,25%,172,1322,0.1301059001512859,Data & IT
Chief Development Officer,25%,180,1347,0.133630289532294,Leadership & Strategy
Business Director,25%,186,1358,0.1369661266568483,Leadership & Strategy
Dermatology Nurse Practitioner,25%,137,1167,0.117395029991431,Medical & Healthcare
Budtender,25%,122,980,0.1244897959183673,Hospitality
Manufacturing Manager,25%,194,1364,0.1422287390029325,Construction
Kitchen Designer,25%,219,1889,0.115934356802541,Construction
Chief Nursing Officer,25%,174,1334,0.1304347826086956,Medical & Healthcare
Director Of Radiology,25%,152,1122,0.1354723707664884,Medical & Healthcare
Health Unit Coordinator,25%,197,1531,0.1286740692357936,Medical & Healthcare
Hospital Director,25%,164,1291,0.1270333075135553,Medical & Healthcare
Social Work Case Manager,25%,199,1530,0.1300653594771242,Medical & Healthcare
Information Officer,25%,208,1454,0.1430536451169188,Data & IT
Interaction Designer,25%,271,2044,0.1325831702544031,Communication & PR
Corporate Recruiter,25%,222,1472,0.1508152173913043,Sales & Marketing
Assistant Front Office Manager,25%,213,1552,0.1372422680412371,Hospitality
Facilities Director,25%,171,1283,0.1332813717848792,Construction
Operations Team Leader,25%,193,1460,0.1321917808219178,Leadership & Strategy
Transportation Planner,25%,188,1413,0.1330502476999292,Supply Chain & Logistics
Screen Printer,25%,197,1708,0.1153395784543325,Construction
Warehouse Coordinator,25%,177,1198,0.1477462437395659,Supply Chain & Logistics
District Manager,25%,198,1529,0.1294964028776978,Leadership & Strategy
Economic Analyst,25%,206,1401,0.1470378301213419,Leadership & Strategy
Employee Relations Manager,25%,212,1356,0.1563421828908554,Administrative & Clerical
Field Manager,25%,220,1459,0.1507882111034955,Leadership & Strategy
Field Sales Manager,25%,222,1454,0.1526822558459422,Sales & Marketing
Food Service Manager,25%,222,1505,0.1475083056478405,Hospitality
Franchise Manager,25%,229,1480,0.1547297297297297,Sales & Marketing
General Manager,25%,231,1484,0.1556603773584905,Leadership & Strategy
Human Resources Manager,25%,297,1994,0.1489468405215647,Administrative & Clerical
Key Account Manager,25%,310,2020,0.1534653465346534,Sales & Marketing
Labor Relations Manager,25%,237,1714,0.1382730455075846,Administrative & Clerical
Learning And Development Manager,25%,312,2046,0.1524926686217008,Administrative & Clerical
National Account Manager,25%,194,1208,0.1605960264900662,Sales & Marketing
Operations Manager,25%,232,1461,0.1587953456536618,Leadership & Strategy
Policy Analyst,25%,240,2019,0.1188707280832095,Leadership & Strategy
Press Secretary,25%,241,1950,0.1235897435897435,Communication & PR
Program Manager,24%,276,2003,0.1377933100349475,Leadership & Strategy
Public Relations Manager,24%,291,2380,0.1222689075630252,Communication & PR
Real Estate Manager,24%,272,2354,0.1155480033984706,Sales & Marketing
Regional Operations Manager,24%,254,1877,0.1353223228556206,Leadership & Strategy
Regional Sales Director,24%,270,1942,0.1390319258496395,Sales & Marketing
Regulatory Affairs Manager,24%,259,1843,0.1405317417254476,Leadership & Strategy
Sales Manager,23%,293,1997,0.1467200801201802,Sales & Marketing
Senior Operations Manager,23%,260,1861,0.1397098334228909,Leadership & Strategy
Tour Manager,22%,192,1442,0.1331484049930651,Hospitality
Unit Manager,22%,182,1386,0.1313131313131313,Leadership & Strategy
Validation Manager,22%,174,1326,0.1312217194570135,Leadership & Strategy
Vice President Of Sales,22%,202,1458,0.1385459533607681,Sales & Marketing
Car Dealer,22%,5,20,0.25,Sales & Marketing
Distribution Supervisor,22%,8,57,0.1403508771929824,Supply Chain & Logistics
Jewelry Consultant,22%,155,1189,0.1303616484440706,Sales & Marketing
Licensed Customs Broker,22%,167,1252,0.1333865814696485,Supply Chain & Logistics
Sales Coach,22%,285,1996,0.1427855711422845,Sales & Marketing
Sales Director,22%,296,2158,0.1371640407784986,Sales & Marketing
Sales Supervisor,22%,295,2169,0.136007376671277,Sales & Marketing
Technical Sales,22%,382,2377,0.1607067732435843,Sales & Marketing
Technical Sales Representative,22%,198,1424,0.1390449438202247,Sales & Marketing
Technology Sales,22%,197,1447,0.1361437456807187,Sales & Marketing
Territory Sales Representative,22%,188,1395,0.1347670250896057,Sales & Marketing
Wine Sales Representative,22%,171,1321,0.129447388342165,Sales & Marketing
Nurse Extern,21%,133,771,0.172503242542153,Medical & Healthcare
Private Duty Nurse,21%,114,1168,0.0976027397260274,Medical & Healthcare
Student Nurse,21%,81,378,0.2142857142857142,Medical & Healthcare
Category Manager,21%,6,46,0.1304347826086956,Sales & Marketing
Implementation Manager,20%,291,1948,0.1493839835728952,Leadership & Strategy
Linguist,20%,179,1299,0.1377983063895304,Communication & PR
Safety Technician,20%,130,1135,0.1145374449339207,Construction
Trainee,20%,180,1399,0.128663330950679,Leadership & Strategy
Chief Engineer,20%,6,46,0.1304347826086956,Leadership & Strategy
Cisco Voice Engineer,20%,6,46,0.1304347826086956,Data & IT
City Engineer,20%,6,46,0.1304347826086956,Construction
Civil Project Engineer,20%,6,46,0.1304347826086956,Construction
Civil Structural Engineer,20%,6,46,0.1304347826086956,Construction
Construction Engineer,20%,6,42,0.1428571428571428,Construction
Corrosion Engineer,20%,5,40,0.125,Construction
Distribution Center Supervisor,20%,9,60,0.15,Supply Chain & Logistics
Electrical Engineering,20%,163,1181,0.1380186282811177,Construction
Engineering Consultant,20%,184,1269,0.1449960598896769,Construction
Engineering Program Manager,20%,194,1364,0.1422287390029325,Leadership & Strategy
Entry Level Mechanical Engineer,20%,156,1138,0.1370826010544815,Construction
Fire Protection Engineer,20%,141,1086,0.1298342541436464,Construction
Geotechnical Engineer,20%,156,1150,0.1356521739130435,Construction
Highway Engineer,20%,147,1005,0.1462686567164179,Construction
Industrial Designer,20%,179,1583,0.113076437144662,Construction
Junior Mechanical Engineer,20%,153,1112,0.1375899280575539,Construction
Lead Mechanical Engineer,20%,149,997,0.1494483450351053,Construction
Warehouse Clerk,20%,169,1156,0.1461937716262975,Supply Chain & Logistics
Warehouse Driver,20%,158,1088,0.1452205882352941,Supply Chain & Logistics
Warranty Manager,20%,192,1451,0.1323225361819434,Leadership & Strategy
Yard Laborer,20%,159,1105,0.1438914027149321,Construction
Yard Manager,20%,180,1227,0.1466992665036675,Construction
Yard Supervisor,20%,171,1186,0.1441821247892074,Construction
Career Coach,20%,10,60,0.1666666666666666,Leadership & Strategy
Change Management Consultant,20%,8,54,0.1481481481481481,Leadership & Strategy
Employment Consultant,20%,216,1431,0.1509433962264151,Leadership & Strategy
Franchise Consultant,20%,217,1454,0.1492434662998624,Sales & Marketing
Independent Consultant,20%,294,1860,0.1580645161290322,Leadership & Strategy
Recruitment Consultant,20%,288,2310,0.1246753246753246,Leadership & Strategy
Small Business Consultant,20%,260,2020,0.1287128712871287,Leadership & Strategy
Call Center Manager,20%,10,60,0.1666666666666666,Leadership & Strategy
Call Center Supervisor,20%,10,60,0.1666666666666666,Leadership & Strategy
Contact Center Manager,20%,10,60,0.1666666666666666,Leadership & Strategy
Customer Experience Manager,20%,10,60,0.1666666666666666,Sales & Marketing
Customer Service Consultant,20%,10,60,0.1666666666666666,Sales & Marketing
Customer Service Director,20%,10,60,0.1666666666666666,Sales & Marketing
Customer Service Trainer,20%,10,60,0.1666666666666666,Sales & Marketing
Customer Success Manager,20%,10,60,0.1666666666666666,Sales & Marketing
Customer Support Specialist,20%,10,60,0.1666666666666666,Sales & Marketing
Communications Specialist,20%,9,57,0.1578947368421052,Communication & PR
Content Creator,20%,11,65,0.1692307692307692,Communication & PR
Event Specialist,20%,306,1793,0.1706636921360847,Hospitality
Graphic Designer,20%,372,2526,0.1472684085510688,Sales & Marketing
Marketing Administrator,20%,488,3153,0.1547732318426895,Sales & Marketing
Marketing Assistant,20%,488,3153,0.1547732318426895,Sales & Marketing
Marketing Coordinator,20%,492,3169,0.1552540233512148,Sales & Marketing
Marketing Officer,20%,496,3180,0.1559748427672956,Sales & Marketing
Marketing Specialist,20%,281,2181,0.128839981659789,Sales & Marketing
Package Designer,20%,205,1483,0.1382333108563722,Sales & Marketing
Promotions Coordinator,20%,261,2125,0.1228235294117647,Sales & Marketing
Retail Marketing Manager,20%,280,2109,0.1327643432906591,Sales & Marketing
Social Media Assistant,20%,392,2696,0.14540059347181,Sales & Marketing
Social Media Coordinator,20%,402,2716,0.1480117820324006,Sales & Marketing
Product Assistant,20%,221,1866,0.1184351554126473,Sales & Marketing
Product Specialist,20%,261,2095,0.1245823389021479,Sales & Marketing
Project Specialist,20%,244,1720,0.141860465116279,Leadership & Strategy
Dairy Manager,20%,6,46,0.1304347826086956,Sales & Marketing
Grocery Clerk,20%,141,1033,0.1364956437560503,Sales & Marketing
Merchandising Manager,20%,179,1144,0.1564685314685314,Sales & Marketing
Produce Clerk,20%,104,669,0.1554559043348281,Sales & Marketing
Retail Assistant,20%,220,1135,0.1938325991189427,Sales & Marketing
Retail Associate,20%,221,1178,0.1876061120543293,Sales & Marketing
Retail Clerk,20%,221,1139,0.1940298507462686,Sales & Marketing
Retail Operations Manager,20%,260,1896,0.1371308016877637,Sales & Marketing
Retail Supervisor,20%,241,1727,0.1395483497394325,Sales & Marketing
Sales Assistant,20%,266,1721,0.1545613015688553,Sales & Marketing
Store Assistant,20%,210,1097,0.1914311759343664,Sales & Marketing
Store Associate,20%,208,1094,0.1901279707495429,Sales & Marketing
Store Clerk,20%,208,1094,0.1901279707495429,Sales & Marketing
Store Supervisor,20%,221,1317,0.1678056188306757,Sales & Marketing
Vendor Manager,20%,209,1480,0.1412162162162162,Sales & Marketing
Construction Apprentice,20%,5,40,0.125,Construction
Construction Laborer,20%,5,40,0.125,Construction
Construction Project Coordinator,20%,6,46,0.1304347826086956,Construction
Construction Project Manager,20%,6,46,0.1304347826086956,Construction
Construction Worker,20%,5,40,0.125,Construction
Drywall Finisher,20%,39,433,0.0900692840646651,Construction
Field Operator,20%,114,887,0.1285231116121758,Construction
Framer,20%,41,439,0.0933940774487471,Construction
Installation Technician,20%,163,987,0.1651469098277609,Construction
Lineman,20%,100,612,0.1633986928104575,Construction
Lineman Apprentice,20%,98,609,0.160919540229885,Construction
Pipe Welder,20%,102,1051,0.0970504281636536,Construction
Plant Worker,20%,109,1164,0.0936426116838488,Construction
Claim Adjuster,20%,7,46,0.1521739130434782,Administrative & Clerical
Claims Assistant,20%,7,46,0.1521739130434782,Administrative & Clerical
Claims Processor,20%,7,46,0.1521739130434782,Administrative & Clerical
Health Insurance Agent,20%,256,1544,0.1658031088082901,Medical & Healthcare
Health Insurance Specialist,20%,269,1663,0.1617558628983764,Medical & Healthcare
Insurance Agent,20%,211,1490,0.1416107382550335,Sales & Marketing
Insurance Assistant,20%,207,1473,0.1405295315682281,Administrative & Clerical
Neurodiagnostic Technologist,20%,147,969,0.1517027863777089,Medical & Healthcare
Nuclear Pharmacist,20%,143,939,0.1522896698615548,Medical & Healthcare
Nutritionist,20%,147,980,0.15,Medical & Healthcare
Occupational Therapy Aide,20%,146,957,0.1525600835945663,Medical & Healthcare
Occupational Therapy Assistant,20%,152,992,0.1532258064516129,Medical & Healthcare
Oncology Pharmacist,20%,150,946,0.1585623678646934,Medical & Healthcare
Ophthalmic Assistant,20%,165,961,0.1716961498439126,Medical & Healthcare
Ophthalmic Technician,20%,171,1364,0.125366568914956,Medical & Healthcare
Optometric Assistant,20%,160,955,0.1675392670157068,Medical & Healthcare
Optometrist Assistant,20%,146,898,0.1625835189309576,Medical & Healthcare
Orderly,20%,103,731,0.1409028727770178,Medical & Healthcare
Pacu Rn,20%,146,893,0.1634938409854423,Medical & Healthcare
Paramedic,20%,109,714,0.1526610644257703,Medical & Healthcare
Patient Care Manager,20%,183,1082,0.1691312384473197,Medical & Healthcare
Patient Care Technician,20%,177,1150,0.1539130434782608,Medical & Healthcare
Patient Navigator,20%,195,1133,0.1721094439541041,Medical & Healthcare
Patient Sitter,20%,97,648,0.1496913580246913,Medical & Healthcare
Patient Transport,20%,128,819,0.1562881562881563,Medical & Healthcare
Patient Transporter,20%,129,819,0.1575091575091575,Medical & Healthcare
Pediatric Physician Assistant,20%,154,922,0.1670281995661605,Medical & Healthcare
Personal Care Attendant,20%,130,935,0.1390374331550802,Medical & Healthcare
Pharmaceutical Sales,20%,206,1185,0.1738396624472573,Sales & Marketing
Pharmacist,20%,133,1367,0.0972933430870519,Medical & Healthcare
Psychiatric Aide,20%,121,1365,0.0886446886446886,Medical & Healthcare
Psychiatric Technician,20%,124,1368,0.0906432748538011,Medical & Healthcare
